News Outlet,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
@CNN,Mon Aug 06 23:17:03 +0000 2018,"LeBron James will executive-produce a three-part docuseries for Showtime called ""Shut Up and Dribble,"" about the ev… https://t.co/lTjON1cqWb",0.0,0.0,0.0,1.0,51
@CNN,Mon Aug 06 23:17:03 +0000 2018,"RT @CNNnewsroom: As firefighters battle CA's biggest wildfire, former fireman Brendan McDonough explains how ""tough"" it is on the frontline…",-0.3818,0.0,0.12,0.88,52
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Scientists are warning that the Earth could face ""hothouse"" conditions and higher sea levels if global temperatures… https://t.co/C9Dbr4WEHl",-0.34,0.0,0.124,0.876,53
@CNN,Mon Aug 06 23:17:03 +0000 2018,"RT @CNNnewsroom: ""Bolton is speaking the truth, that the Emperor has no clothes, that this agreement is not actually resulting in denuclear…",0.5927,0.222,0.081,0.697,54
@CNN,Mon Aug 06 23:17:03 +0000 2018,City of West Hollywood calls for Trump Walk of Fame star to be removed https://t.co/Z5GWvOazaU https://t.co/HPVCpXxvN9,0.4404,0.162,0.0,0.838,55
@CNN,Mon Aug 06 23:17:03 +0000 2018,"RT @CNNnewsroom: ""I think Donald Trump is the ultimate target of all these investigations"" says Trump biographer Michael D'Antonio, adding…",0.0,0.0,0.0,1.0,56
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Elon Musk says he may take Tesla private, stunning investors and causing the company stock price to soar… https://t.co/1F9xFZ5JJJ",0.3818,0.126,0.0,0.874,57
@CNN,Mon Aug 06 23:17:03 +0000 2018,White House can't — or won't — explain President Trump's wildfire tweets https://t.co/VrSx63MC2O https://t.co/jxRqsbTGAr,0.0,0.0,0.0,1.0,58
@CNN,Mon Aug 06 23:17:03 +0000 2018,"""We are starving and need food and water."" The rescue of 11 hungry children in Amalia, New Mexico, began with a mys… https://t.co/751gsGEl4Q",0.128,0.126,0.107,0.766,59
@CNN,Mon Aug 06 23:17:03 +0000 2018,Read Elon Musk's email to Tesla employees after the CEO started a firestorm when he tweeted that he had secured fun… https://t.co/C770UzJA4C,0.4019,0.119,0.0,0.881,60
@CNN,Mon Aug 06 23:17:03 +0000 2018,"RT @CNNMoney: Dow closes up 127 points, S&amp;P 500 and Nasdaq up 0.3% apiece. Tesla soars 11% after Elon Musk says he wants to take the compan…",0.0,0.0,0.0,1.0,61
@CNN,Mon Aug 06 23:17:03 +0000 2018,Rick Gates testifies that Paul Manafort recommended a banker who allegedly loaned him money under false pretenses b… https://t.co/cMzBxGTbMK,0.2023,0.096,0.0,0.904,62
@CNN,Mon Aug 06 23:17:03 +0000 2018,"After the jury was dismissed in former Trump campaign chairman Paul Manafort's trial Monday evening, Judge T.S. Ell… https://t.co/duBdOd5ODk",0.0,0.0,0.0,1.0,63
@CNN,Mon Aug 06 23:17:03 +0000 2018,"China is beating the United States at building the architecture of 5G, putting up about 350,000 cell sites since 20… https://t.co/SbnRzQQ6iB",-0.0516,0.113,0.121,0.766,64
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Limit screen time to protect your child's heart, the American Heart Association says https://t.co/TYG5QHKH0N https://t.co/RjFDQlx7Du",0.3818,0.157,0.0,0.843,65
@CNN,Mon Aug 06 23:17:03 +0000 2018,What authorities found inside the New Mexico compound https://t.co/gFuEvqC052 https://t.co/t1FaA8xwfj,0.0,0.0,0.0,1.0,66
@CNN,Mon Aug 06 23:17:03 +0000 2018,American Airlines discovers apparent fetus in plane bathroom https://t.co/a189e0YfwW https://t.co/Tj5c4K2Xgy,0.0,0.0,0.0,1.0,67
@CNN,Mon Aug 06 23:17:03 +0000 2018,"RT @CNNnewsroom: CNN Political Director @davidchalian gives us three things to watch for in tonight's special elections in Kansas, Michigan…",0.4019,0.124,0.0,0.876,68
@CNN,Mon Aug 06 23:17:03 +0000 2018,Disney already won the battle to purchase most of 21st Century Fox. But media merger mania isn't over just yet.… https://t.co/jWKa7kXCzW,0.2732,0.146,0.103,0.751,69
@CNN,Mon Aug 06 23:17:03 +0000 2018,The first hurricane hunting mission piloted by an all-female flight crew marked a major milestone for the National… https://t.co/91aGdPAch9,0.0,0.0,0.0,1.0,70
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Fans gather to celebrate black culture and ""Black Panther"" at inaugural WakandaCon https://t.co/335zJMpHbs https://t.co/Gk3SJcZekV",0.5719,0.222,0.0,0.778,71
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Spike Lee says he hopes his new film, ""BlacKkKlansman,"" makes Donald Trump a one-term President… https://t.co/pCI6ruSK1a",0.4215,0.167,0.0,0.833,72
@CNN,Mon Aug 06 23:17:03 +0000 2018,The US military is transferring some ISIS detainees from Syria to their home countries https://t.co/FuKWvrWl2g https://t.co/GDi2VLV1ah,0.0,0.0,0.0,1.0,73
@CNN,Mon Aug 06 23:17:03 +0000 2018,White House adviser Stephen Miller is pushing to expedite a policy that could penalize legal immigrants whose famil… https://t.co/pKKZpae1AX,0.128,0.081,0.0,0.919,74
@CNN,Mon Aug 06 23:17:03 +0000 2018,"1 in 7 babies prenatally exposed to Zika has health problems, the US Centers for Disease Control and Prevention say… https://t.co/Y5YWPWFLJI",-0.4588,0.0,0.19,0.81,75
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Video proof that Trump's 2016 campaign script, including bashing John McCain, was already written in 1999 | Analysi… https://t.co/ULzavSTmQQ",0.0,0.0,0.0,1.0,76
@CNN,Mon Aug 06 23:17:03 +0000 2018,"President Trump's former lawyer, Michael Cohen, is under federal investigation for tax fraud after possibly underre… https://t.co/g1Oz0lkqcj",-0.5859,0.0,0.192,0.808,77
@CNN,Mon Aug 06 23:17:03 +0000 2018,"President Trump's giveaway to Big Oil will accelerate climate change, writes Leah C. Stokes for @CNNOpinion… https://t.co/4b5B2cB0rA",0.0,0.0,0.0,1.0,78
@CNN,Mon Aug 06 23:17:03 +0000 2018,"The Airlander 10, the world's longest aircraft, has an interior to rival that of a luxury hotel or cruise liner… https://t.co/UtyLbm1QVt",0.0,0.0,0.0,1.0,79
@CNN,Mon Aug 06 23:17:03 +0000 2018,President Trump will blame anything but climate change for the California wildfires https://t.co/jJ4beg21eJ | Analy… https://t.co/UrDoBFt0ut,-0.1779,0.0,0.108,0.892,80
@CNN,Mon Aug 06 23:17:03 +0000 2018,Plastic straws are out. These companies are cashing in https://t.co/zLabu2dKJr https://t.co/VU7mfrkR7a,0.0,0.0,0.0,1.0,81
@CNN,Mon Aug 06 23:17:03 +0000 2018,Elon Musk says he's considering taking Tesla private https://t.co/ATRppoaI1w https://t.co/7CMZtLef3N,0.0,0.0,0.0,1.0,82
@CNN,Mon Aug 06 23:17:03 +0000 2018,Hollywood heavyweights back call for better practices in telling of trans stories https://t.co/vMvTwfHYdY https://t.co/Z6MRojwnrC,0.4404,0.182,0.0,0.818,83
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Zillow buys a mortgage lender, and the stock tanks https://t.co/qT8P9wW3QX https://t.co/VGp5bFki8H",0.0,0.0,0.0,1.0,84
@CNN,Mon Aug 06 23:17:03 +0000 2018,Rick Gates' testimony in the Paul Manafort trial should teach the rest of the Trump campaign universe an important… https://t.co/aPORD6wd8J,0.0,0.0,0.0,1.0,85
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Finally, 11 months after Maria, power is restored in Puerto Rico — except for 25 customers https://t.co/LsoPHIojzB https://t.co/q45hTFJom9",0.34,0.13,0.0,0.87,86
@CNN,Mon Aug 06 23:17:03 +0000 2018,"""Documenting Hate"" revisits Charlottesville violence one year later https://t.co/j4SSlsl9f7 https://t.co/izV1Z3sXqY",-0.8316,0.0,0.494,0.506,87
@CNN,Mon Aug 06 23:17:03 +0000 2018,Argentina braces for abortion vote in Pope's homeland https://t.co/t5pz2peYAw https://t.co/gVa9Hrz6tw,0.0,0.0,0.0,1.0,88
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Strange ""rogue planet"" travels through space alone https://t.co/kHypwDfM70 https://t.co/7Je1xOzFd1",-0.4215,0.0,0.352,0.648,89
@CNN,Mon Aug 06 23:17:03 +0000 2018,These male cheerleaders are about to make NFL history as they prepare to dance on squads for the Los Angeles Rams a… https://t.co/Pgp98GSqHp,0.296,0.091,0.0,0.909,90
@CNN,Mon Aug 06 23:17:03 +0000 2018,Rashida Tlaib could be the first Muslim woman in Congress — but she has to defeat a crowded field of Democrats firs… https://t.co/VVNcwuUDl1,-0.6124,0.0,0.167,0.833,91
@CNN,Mon Aug 06 23:17:03 +0000 2018,Iranians react to US sanctions as new reality begins to bite https://t.co/taZP73Yswt https://t.co/p9Ag8n1LEB,0.0,0.0,0.0,1.0,92
@CNN,Mon Aug 06 23:17:03 +0000 2018,How Indra Nooyi built Pepsi for the future https://t.co/3vukFcXgxu https://t.co/8ZE6UwKKiV,0.0,0.0,0.0,1.0,93
@CNN,Mon Aug 06 23:17:03 +0000 2018,Black women are dominating magazine covers this month https://t.co/2f9vYadZhs https://t.co/8jZtGxyq1o,-0.296,0.0,0.196,0.804,94
@CNN,Mon Aug 06 23:17:03 +0000 2018,Former Vice President Joe Biden launches LBGTQ family acceptance campaign https://t.co/amck0UgzJS https://t.co/GavKVd0i0T,0.4588,0.214,0.0,0.786,95
@CNN,Mon Aug 06 23:17:03 +0000 2018,Nigeria's vice president fires intelligence chief over blockade of parliament https://t.co/1Yact0kxhg https://t.co/JonTXmRDDd,0.4767,0.22,0.0,0.78,96
@CNN,Mon Aug 06 23:17:03 +0000 2018,Investors may be overreacting to Weight Watcher's subscriber dip https://t.co/Vdt1S1UaOK https://t.co/aoBYC0Sv6N,0.0,0.0,0.0,1.0,97
@CNN,Mon Aug 06 23:17:03 +0000 2018,Europe's heat wave uncovers a hidden past https://t.co/ILjnF5DM4a https://t.co/Mxe8K88Lny,0.0,0.0,0.0,1.0,98
@CNN,Mon Aug 06 23:17:03 +0000 2018,"Summers off? Yes, please! This company lets you pick your own perks https://t.co/9Rkc52ejvc https://t.co/1C5Bk9exKM",0.6476,0.306,0.0,0.694,99
@CNN,Mon Aug 06 23:17:03 +0000 2018,Lombok earthquake death toll rises to at least 105 amid search for survivors https://t.co/wTYQ8vWso2 https://t.co/YebJklUJGw,-0.5994,0.0,0.218,0.782,100
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,0.4019,0.153,0.0,0.847,1
@Fox,Mon Aug 06 23:17:03 +0000 2018,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",0.0,0.0,0.0,1.0,2
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",0.4404,0.132,0.0,0.868,3
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",0.7574,0.245,0.0,0.755,4
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@LNRBLB thank you, Eleanor! 🎉",0.4199,0.482,0.0,0.518,5
@Fox,Mon Aug 06 23:17:03 +0000 2018,@cckate thank you! 💖,0.4199,0.583,0.0,0.417,6
@Fox,Mon Aug 06 23:17:03 +0000 2018,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",0.7574,0.276,0.0,0.724,7
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@Chisa omg, this is so great! thank you, Teresa! 😍",0.8626,0.551,0.0,0.449,8
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @andreabedini: I am extremely grateful to @fox for showing me today how technology became anti-human while we weren’t paying attention.…,0.5095,0.148,0.0,0.852,9
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@andreabedini thank you, Andrea! I’m glad you’ve found it useful!",0.8395,0.562,0.0,0.438,10
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@evandotly thank you, Evan! 🌸",0.4199,0.482,0.0,0.518,11
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @msandfor: #dddperth We must build ethical thinking into the way we build software https://t.co/F4QKYOVT1p,0.5106,0.191,0.0,0.809,12
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @MichelePlayfair: Thread ☝️☝️ 8 principles of ethics in tech from @fox at #DDDPerth 👏,0.0,0.0,0.0,1.0,13
@Fox,Mon Aug 06 23:17:03 +0000 2018,@samwilson yes :),0.6908,0.851,0.0,0.149,14
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @Amys_Kapers: Until anyone can survive and thrive on the web, no matter their background, gender, ethnicity, etc, the web isn't a welcom…",-0.2732,0.047,0.094,0.858,15
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @MichelePlayfair: . @fox dropping the keynote truth bombs at #dddperth https://t.co/RKAgOSozMB,0.3182,0.187,0.0,0.813,16
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @Mandy_Kerr: “Disruption isn’t a getaway free card to bypass laws, freedoms, moral compass, civil rights and human protections” - @fox #…",0.6705,0.234,0.0,0.766,17
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @Chisa: TOO much good stuff from @Fox @dddperth #dddperth https://t.co/XVI1DHGQdd,0.4404,0.225,0.0,0.775,18
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @kylietimpani: I cannot applaud or amplify @fox’s message enough: the web is at a crisis point. Tech is unethical. Exclusionary. A platf…,-0.8714,0.0,0.368,0.632,19
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @Caiwrote: @fox laying down some truths #DDDPerth https://t.co/o2eJNcU5UQ,0.4215,0.259,0.0,0.741,20
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @Mandy_Kerr: “Technology should be a mindful, quiet companion to our lives” - @fox #DDDPerth https://t.co/vB6wBAdqvr",0.0,0.0,0.0,1.0,21
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @LJKenward: Opening #DDDPerth is the incredible @fox with Towards a welcoming Web.

The Pitfalls of Technology:

Move fast and break thi…",0.4404,0.127,0.0,0.873,22
@Fox,Mon Aug 06 23:17:03 +0000 2018,I forgot that Twitter is the epicentre of harassment and anxiety-inducing content. Back to sharing via Buffer and n… https://t.co/jiBOURbIKk,-0.1779,0.12,0.15,0.73,23
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @evan_greer: Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeo…",-0.886,0.0,0.363,0.637,24
@Fox,Mon Aug 06 23:17:03 +0000 2018,"It’s a privilege to be opening #dddperth tomorrow morning! Come and find out how to build an ethical, welcoming Web… https://t.co/eC1xTFZ3YR",0.8398,0.346,0.0,0.654,25
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @verge: A note from the editors of The Verge https://t.co/B3wF4dNukg https://t.co/fhgvH9WlkC,0.0,0.0,0.0,1.0,26
@Fox,Mon Aug 06 23:17:03 +0000 2018,"What are your favourite newsletters covering the following subjects: tech, design, front-end, culture, design objects, travel, well-being?",0.0,0.0,0.0,1.0,27
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@soxyface Thank you, it was lovely meeting you! 💐",0.7644,0.524,0.0,0.476,28
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@sentience Thank you! I really enjoyed yours too! 

I’m doing a 45-min version at @DDDPerth this weekend that has m… https://t.co/Drn3ODuLx2",0.7702,0.282,0.0,0.718,29
@Fox,Mon Aug 06 23:17:03 +0000 2018,@soxyface @MsJonesInSydney here are the slides with all the references. 🙇🏻‍♀️ I will publish a transcript next week! https://t.co/EcSUpoi0Rw,0.0,0.0,0.0,1.0,30
@Fox,Mon Aug 06 23:17:03 +0000 2018,@marcosc thank you! 🙇🏻‍♀️,0.4199,0.482,0.0,0.518,31
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @MsJonesInSydney: The theme at #Code18 #CodeLeaders is strong! @fox is currently highlighting algorithmic bias, tech ethics and exclusio…",0.4926,0.163,0.064,0.773,32
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@DivZero_ indeed, it’s all challenging and often depressing, but if we don’t take action it won’t get any better. i… https://t.co/lldW02OHPv",0.5187,0.206,0.072,0.721,33
@Fox,Mon Aug 06 23:17:03 +0000 2018,"So refreshing to hear @johnallsopp reminding about inclusion, diversity and sharing knowledge around these subjects… https://t.co/Ink4d4W7m5",0.4215,0.157,0.0,0.843,34
@Fox,Mon Aug 06 23:17:03 +0000 2018,"Well, @msjonesinsydney definitely knows how to drop the mic on horrifying diversity and inclusion stats. 

A fantas… https://t.co/GeLolnfgEm",-0.25,0.203,0.246,0.551,35
@Fox,Mon Aug 06 23:17:03 +0000 2018,@benschwarz nooo pressure whatsoever,-0.296,0.0,0.423,0.577,36
@Fox,Mon Aug 06 23:17:03 +0000 2018,That moment when a white guy says ”there aren’t many women developers” and you cross eyes with any other woman in t… https://t.co/033oMUbEl8,0.0,0.0,0.0,1.0,37
@Fox,Mon Aug 06 23:17:03 +0000 2018,@Mandy_Kerr the winds have been gracious,0.5574,0.419,0.0,0.581,38
@Fox,Mon Aug 06 23:17:03 +0000 2018,@soxyface thank you! I’m hydrating ⛲️,0.4199,0.358,0.0,0.642,39
@Fox,Mon Aug 06 23:17:03 +0000 2018,"I’ll be speaking at @webdirections Code Leaders today at 3.30pm (if I don’t lose my voice in the meantime 😂🤧).

Com… https://t.co/oh0yLrEE0F",-0.4019,0.0,0.119,0.881,40
@Fox,Mon Aug 06 23:17:03 +0000 2018,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,0.6924,0.222,0.0,0.778,41
@Fox,Mon Aug 06 23:17:03 +0000 2018,More Boston snaps. https://t.co/NCcWPSV8yX,0.0,0.0,0.0,1.0,42
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",0.4926,0.144,0.0,0.856,43
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@mattopsahl lol, offensive",-0.0516,0.412,0.441,0.147,44
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@tompedals yay, hello, hi! 👋🏻",0.5707,0.48,0.0,0.52,45
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@madalynrose thanks, Madalyn. 💖",0.4404,0.592,0.0,0.408,46
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@andymcmillan weee, thank you!!",0.4738,0.507,0.0,0.493,47
@Fox,Mon Aug 06 23:17:03 +0000 2018,@jennwrites 💖💖💖,0.0,0.0,0.0,1.0,48
@Fox,Mon Aug 06 23:17:03 +0000 2018,@paulozoom thank you! it is awesome :),0.8718,0.712,0.0,0.288,49
@Fox,Mon Aug 06 23:17:03 +0000 2018,@brianloveswords thank you 🙇🏻‍♀️,0.3612,0.455,0.0,0.545,50
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@patrickhamann thanks, Patrick! 💖",0.4926,0.615,0.0,0.385,51
@Fox,Mon Aug 06 23:17:03 +0000 2018,@lynnandtonic thank you and I will miss you!,0.2942,0.297,0.17,0.532,52
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@patrickbjohnson nah, only here for a week. travelling alone so don’t want to make it a very long trip (hashtag anx… https://t.co/sdzeg7AUmr",-0.2075,0.072,0.155,0.773,53
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@lrnrd thanks, bb 💖",0.4404,0.592,0.0,0.408,54
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@jstn Oh yeah, Coava, Stumptown and Good Coffee are my long standing favs!",0.6588,0.329,0.0,0.671,55
@Fox,Mon Aug 06 23:17:03 +0000 2018,"I’m so spoiled by Melbourne standards I literally cannot drink this liquid that was just served to me as coffee

😂💀",0.0,0.0,0.0,1.0,56
@Fox,Mon Aug 06 23:17:03 +0000 2018,"I’m excited to share that today is my first day at @helpscout as a front-end engineer on the design team, which is… https://t.co/LrW8L2lBcq",0.5574,0.187,0.0,0.813,57
@Fox,Mon Aug 06 23:17:03 +0000 2018,"Here lies Karolina, defeated by jetlag after mere three hours of sleep.",-0.7096,0.0,0.371,0.629,58
@Fox,Mon Aug 06 23:17:03 +0000 2018,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.,0.5106,0.163,0.0,0.837,59
@Fox,Mon Aug 06 23:17:03 +0000 2018,@mctrebo Boston,0.0,0.0,0.0,1.0,60
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT",-0.4576,0.0,0.15,0.85,61
@Fox,Mon Aug 06 23:17:03 +0000 2018,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x",-0.25,0.0,0.1,0.9,62
@Fox,Mon Aug 06 23:17:03 +0000 2018,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!,0.555,0.193,0.0,0.807,63
@Fox,Mon Aug 06 23:17:03 +0000 2018,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v,0.0772,0.067,0.0,0.933,64
@Fox,Mon Aug 06 23:17:03 +0000 2018,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe",0.5499,0.346,0.32,0.334,65
@Fox,Mon Aug 06 23:17:03 +0000 2018,@jilljubs Omg me too but I’m also afraid,0.0,0.0,0.0,1.0,66
@Fox,Mon Aug 06 23:17:03 +0000 2018,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp",0.6476,0.209,0.0,0.791,67
@Fox,Mon Aug 06 23:17:03 +0000 2018,MEL ✈️ LAX ✈️ BOS,0.0,0.0,0.0,1.0,68
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@LJKenward @LukeMesiti You both will do great, I’ll be cheering you from a transatlantic flight. 💐😇",0.8126,0.363,0.0,0.637,69
@Fox,Mon Aug 06 23:17:03 +0000 2018,Jeremy was one of our @cssconfau speakers this year and I cannot recommend him more as a developer with a deep pass… https://t.co/nHFHIPQXtM,-0.2755,0.0,0.1,0.9,70
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @KD: Serena Williams has been drug tested more than all the top five American male athletes and 2x more than top American female athlete…,0.3818,0.135,0.0,0.865,71
@Fox,Mon Aug 06 23:17:03 +0000 2018,Great post with actionable advice on user protection in hostile states. https://t.co/LKkLVIx3J4,0.3612,0.246,0.156,0.599,72
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@stewartsc hahaha, can’t make this more perfect, really.",0.8221,0.559,0.0,0.441,73
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@Stammy That’s super comprehensive, thank you for sharing!",0.8883,0.742,0.0,0.258,74
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@TimHaines people like that never want to understand, he conveniently blocked all women pointing his wrongness out… https://t.co/cCe4XNNzfh",0.0459,0.12,0.16,0.72,75
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @sarahmei: The biggest barrier to entry in software for non-white-men has never been credentials or knowledge or even experience. 

It’s…",-0.128,0.0,0.07,0.93,76
@Fox,Mon Aug 06 23:17:03 +0000 2018,"And here’s the tweet for posterity. Also, if you had any doubts, the author is fine conversing with other men and q… https://t.co/ek0D1YV8We",-0.1027,0.072,0.088,0.84,77
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@karmel80 lol, I can’t even",0.4215,0.483,0.0,0.517,78
@Fox,Mon Aug 06 23:17:03 +0000 2018,@Firesphere Sorry but I don’t want to engage on twitter in that way anymore.,0.5267,0.29,0.073,0.637,79
@Fox,Mon Aug 06 23:17:03 +0000 2018,In case you have any doubts the dude already blocked me because that’s how privilege deals with anything’s that’s uncomfortable. ✌️😎,-0.5267,0.095,0.261,0.644,80
@Fox,Mon Aug 06 23:17:03 +0000 2018,"A lesson to learn here is that if you choose to look away and ignore oppression, IT WILL BE MAGNIFIED BY YOUR COMPL… https://t.co/7yNNGSa6LW",-0.3612,0.0,0.102,0.898,81
@Fox,Mon Aug 06 23:17:03 +0000 2018,"Additionally, using „sexy industry” to describe tech is just another example of sexualisation that women will conti… https://t.co/rFgRgfZR7f",0.0,0.0,0.0,1.0,82
@Fox,Mon Aug 06 23:17:03 +0000 2018,"He could just really look at his own employer, Uber, to learn about the inclusion and moral crisis that tech is cur… https://t.co/I3W252jNqe",-0.6249,0.0,0.157,0.843,83
@Fox,Mon Aug 06 23:17:03 +0000 2018,"I’m not going any further, because the evidence is there for those who are willing to look for it instead of trying… https://t.co/gmd1QdIfJE",0.0,0.0,0.0,1.0,84
